,ticker,price,volatility,drift
455,ICCC,6.75,0.031408,5.3e-05
456,MYE,23.6199,0.014071,0.000257
457,DKSHF,75.269997,0.00773,-1e-06
458,CWAY,28.24,0.009427,0.000538
459,ROIC,15.62,0.012145,-0.000115
460,FOXF,100.714996,0.021296,-0.000375
461,SRGHY,13.71,0.018853,0.00051
462,SMMF,26.905001,0.011501,0.000303
463,WCN,139.839996,0.009502,0.00026
464,KBAL,6.32,0.014283,-0.000912
465,AKO-A,9.48,0.022197,-0.000123
466,PDS,74.040001,0.027064,0.001086
467,PLAB,18.5,0.023904,0.000765
468,LSGOF,7.43,0.018299,-0.000208
469,STT,79.364998,0.01651,6.1e-05
470,ALGN,195.735001,0.024831,-0.001269
471,MT,26.84,0.020516,3e-06
472,GAILF,11.07,0.029805,0.00077
473,TTEC,46.73,0.018455,-0.000905
474,BCC,72.419998,0.022084,0.000534
475,BLKB,57.615002,0.018384,-0.000229
476,AMG,155.5,0.017106,0.000138
477,ANGO,12.57,0.020704,-0.000853
478,AWAY,16.719999,0.015279,-0.000677
479,POST,91.610001,0.011542,0.000402
480,CRTN,0.399,0.073397,0.001292
481,DRE,48.200001,0.012532,4.8e-05
482,NMFC,12.68,0.008607,-2.7e-05
483,SAH,51.84,0.020915,0.000362
484,LEN-B,72.870003,0.017113,-3.8e-05
485,PRO,22.33,0.02848,-0.000615
486,BSL,12.4908,0.006296,-0.00035
487,ALSMY,2.45,0.021208,-0.000769
488,FORTY,75.610001,0.019256,-5.8e-05
489,BBBY,3.05,0.062826,-0.001274
490,KS,0.045,0.064115,0.001552
491,BOTRF,0.17,0.018093,-5.9e-05
492,HLFDF,2.5,0.046546,0.001348
493,ASR,246.0,0.013124,0.000475
494,CASI,1.8,0.044805,-0.00191
495,EDI,4.79,0.012892,-0.000858
496,ACP,7.0101,0.00908,-0.000596
497,PLUG,14.055,0.035643,-0.000547
498,HQY,62.779999,0.023361,-7.8e-05
499,ESCA,9.9,0.019902,-0.000957
500,MRNS,4.205,0.034667,-0.001443
501,UBCP,14.83,0.020982,0.000271
502,EME,148.929993,0.012561,0.000337
503,PRGO,31.695,0.016454,-0.000396
504,V,213.369995,0.013714,-3.9e-05
505,TARO,29.77,0.017796,-0.001074
506,IHD,5.32,0.008807,-0.000567
507,NIPMY,12.03,0.016762,-0.000572
508,SAPIF,25.040001,0.016085,-0.000109
509,FPT,93100.0,0.012802,0.000934
510,TDBOF,14.0,0.003429,-0.000121
511,DLMAF,61.389999,0.013125,0.000489
512,BUR,8.78,0.019014,-6.4e-05
513,GAME,0.53,0.048088,-0.003117
514,GF,8.2,0.015375,-0.001128
515,PGH,0.7335,0.03098,-0.000597
516,MEI,47.060001,0.014607,2.4e-05
517,CHCI,4.37,0.029255,-6e-06
518,BSX,46.779999,0.011575,0.000171
519,DEL,93.279999,0.013202,0.000461
520,SGDBF,8.58,0.00495,1e-06
521,CME,178.339996,0.011103,-0.000189
522,RADA,9.87,0.02391,9e-06
523,CHS,5.562,0.029314,0.000183
524,BAK,9.1862,0.025267,-0.000946
525,VRA,4.705,0.024192,-0.001026
526,ALTR,48.119999,0.016473,-0.000381
527,TFIV,23.645,0.005774,0.000163
528,BNDSY,1.73,0.026523,0.000661
529,BGB,10.61,0.005612,-0.00036
530,AAC,10.07,0.001629,4.6e-05
531,EMSHF,713.450012,0.016236,-0.000171
532,TRMK,35.169998,0.011978,0.00023
533,SKM,21.059999,0.022328,-0.000982
534,AOD,8.175,0.008334,-0.00026
535,STXS,1.99,0.034414,-0.001559
536,NBB,16.010099,0.008002,-0.000481
537,ATO,117.690002,0.009601,0.000311
538,ITSXF,33.389999,0.005297,-5.6e-05
539,DUFRY,4.07,0.021832,-0.00032
540,JRONY,43.040001,0.017771,0.000369
541,ABBV,163.404404,0.009997,0.00054
542,EDPFY,48.686501,0.013385,-6.5e-05
543,PZC,8.555,0.007481,-0.000394
544,SUEZY,7.15,0.028652,0.000195
545,CCBC,13.5,0.010555,-4.2e-05
546,EFGXY,7.33,0.003035,0.000105
547,RBCAA,42.105,0.011629,-6.8e-05
548,CORR,2.65,0.031857,-0.000747
549,FUND,8.2,0.010741,0.0
550,THC,44.080002,0.024393,-0.000295
551,NCA,8.695,0.008011,-0.000256
552,NISTF,16.190001,0.015236,7.1e-05
553,BRFH,1.36,0.055006,-0.000761
554,NSSC,26.200001,0.022516,0.00078
555,MLI,66.080002,0.014749,0.00069
556,TSM,79.584999,0.016314,-0.000411
557,CG,29.6525,0.019462,-0.000428
558,EML,21.749901,0.01987,-0.000294
559,GWLLY,12.95,0.036089,-0.000578
560,CORI,12.68,0.025473,0.001081
561,SBLK,19.66,0.025533,0.000213
562,GNCNF,0.1,0.066429,0.00422
563,MDRX,18.485001,0.015842,0.000126
564,TONPF,15.31,0.00778,-0.000176
565,EXPD,111.519997,0.012929,-9.7e-05
566,NBTB,42.48,0.010984,0.000284
567,SNFCA,6.2792,0.01657,-0.000194
568,RGEN,169.080002,0.02412,6.3e-05
569,TSRI,7.48,0.038583,0.000383
570,CSC,10.04,0.0,0.0
571,ATLO,23.155001,0.00716,-6.4e-05
572,CTG,7.03,0.019139,-0.000242
573,ELP,6.785,0.017691,0.000398
574,CPSI,27.68,0.015041,-0.000139
575,VAC,140.130005,0.01757,-4e-05
576,FFNM,8.9,0.014444,0.000343
577,URI,356.339996,0.018072,0.000305
578,LGIH,97.269997,0.021532,-0.000501
579,HCKT,20.775,0.0152,0.000306
580,LTC,38.3158,0.010892,4.9e-05
581,PFLT,11.46,0.010651,-9.8e-05
582,MIG,20.952999,0.003282,-0.000241
583,SXT,73.440002,0.012016,-0.000168
584,SJW,78.260002,0.011323,0.000348
585,RPRX,41.990002,0.011702,6.1e-05
586,CMHHF,1.41,0.020194,-1.1e-05
587,PNRG,78.199997,0.021969,0.000943
588,VTNR,6.3199,0.043807,7.7e-05
589,HSTM,24.74,0.013909,-7.5e-05
590,CF,98.129997,0.021213,0.001084
591,FRCOY,61.43,0.016122,-0.000145
592,LMT,484.51001,0.010652,0.000389
593,ASYS,8.745,0.027356,0.000261
594,CMS,62.959999,0.009395,0.000108
595,MVIS,2.995,0.040379,-0.001512
596,KELYA,16.08,0.019301,-0.000377
597,DANOY,10.4201,0.011985,-0.000357
598,EXPGY,35.779999,0.013928,-2.6e-05
599,SWK,78.839996,0.017655,-0.001163
600,NX,23.7407,0.015771,6.2e-05
601,CHD,80.224998,0.009995,-2.8e-05
602,AFT,12.445,0.005799,-0.000311
603,ROYMY,4.97,0.026117,-0.001285
604,KSS,26.690001,0.027587,-0.000614
605,FAM,5.9048,0.008324,-0.000728
606,EGAN,8.51,0.020791,-0.000216
607,FIBK,40.810001,0.013571,4.2e-05
608,SAGE,40.91,0.024083,-0.000173
609,TILE,10.69,0.019046,-0.000336
610,APB,11.54,0.015262,0.000392
611,GDO,12.81,0.007797,-0.000479
612,RCMT,13.865,0.036754,0.002351
613,SAP,107.839996,0.013672,-0.000269
614,AR,33.240002,0.027085,0.001451
615,NEV,12.51,0.00722,-0.000298
616,ICFI,107.440002,0.012078,0.000305
617,GLW,33.064999,0.01411,-0.000198
618,WTI,5.705,0.034633,0.000761
619,NDLS,5.42,0.026101,-0.000833
620,NDP,29.24,0.014777,0.000574
621,CHMI,5.775,0.014119,-0.00064
622,SLRC,15.025,0.01046,-0.000252
623,SNCR,0.69,0.031616,-0.001717
624,SPLK,91.059998,0.024499,-0.000299
625,PATI,7.9213,0.020422,-0.000273
626,AI,13.2988,0.033276,-0.001594
627,CICHY,11.98,0.017192,-0.000214
628,OPOF,24.063999,0.017583,0.000131
629,SE,60.57,0.035343,-0.001435
630,CIOXY,0.7788,0.03699,0.000773
631,IDXX,421.309998,0.017667,-0.000414
632,UFPI,81.154999,0.016177,0.000245
633,ANY,0.329,0.057497,-0.001271
634,RMYHY,10.71,0.019294,7.6e-05
635,DMLP,28.274799,0.018187,0.000863
